,fips,County,Year,Citizens,State
1321,48327,Menard County,2009,2253,Texas
1322,48329,Midland County,2009,134788,Texas
1323,48331,Milam County,2009,24703,Texas
1324,48333,Mills County,2009,4961,Texas
1325,48335,Mitchell County,2009,9432,Texas
1326,48337,Montague County,2009,19658,Texas
1327,48339,Montgomery County,2009,439552,Texas
1328,48341,Moore County,2009,21725,Texas
1329,48343,Morris County,2009,12944,Texas
1330,48345,Motley County,2009,1226,Texas
1331,48347,Nacogdoches County,2009,63991,Texas
1332,48349,Navarro County,2009,47567,Texas
1333,48351,Newton County,2009,14505,Texas
1334,48353,Nolan County,2009,15274,Texas
1335,48355,Nueces County,2009,337551,Texas
1336,48357,Ochiltree County,2009,10100,Texas
1337,48359,Oldham County,2009,2065,Texas
1338,48361,Orange County,2009,82156,Texas
1339,48363,Palo Pinto County,2009,28011,Texas
1340,48365,Panola County,2009,23692,Texas
1341,48367,Parker County,2009,114104,Texas
1342,48369,Parmer County,2009,10242,Texas
1343,48371,Pecos County,2009,15635,Texas
1344,48373,Polk County,2009,44988,Texas
1345,48375,Potter County,2009,120335,Texas
1346,48377,Presidio County,2009,7765,Texas
1347,48379,Rains County,2009,10737,Texas
1348,48381,Randall County,2009,119065,Texas
1349,48383,Reagan County,2009,3362,Texas
1350,48385,Real County,2009,3282,Texas
1351,48387,Red River County,2009,13009,Texas
1352,48389,Reeves County,2009,13718,Texas
1353,48391,Refugio County,2009,7427,Texas
1354,48393,Roberts County,2009,924,Texas
1355,48395,Robertson County,2009,16555,Texas
1356,48397,Rockwall County,2009,74799,Texas
1357,48399,Runnels County,2009,10602,Texas
1358,48401,Rusk County,2009,52717,Texas
1359,48403,Sabine County,2009,10794,Texas
1360,48405,San Augustine County,2009,8868,Texas
1361,48407,San Jacinto County,2009,25960,Texas
1362,48409,San Patricio County,2009,65049,Texas
1363,48411,San Saba County,2009,6135,Texas
1364,48413,Schleicher County,2009,3408,Texas
1365,48415,Scurry County,2009,16863,Texas
1366,48417,Shackelford County,2009,3372,Texas
1367,48419,Shelby County,2009,25424,Texas
1368,48421,Sherman County,2009,3049,Texas
1369,48423,Smith County,2009,206238,Texas
1370,48425,Somervell County,2009,8333,Texas
1371,48427,Starr County,2009,60228,Texas
1372,48429,Stephens County,2009,9634,Texas
1373,48431,Sterling County,2009,1168,Texas
1374,48433,Stonewall County,2009,1510,Texas
1375,48435,Sutton County,2009,4122,Texas
1376,48437,Swisher County,2009,7910,Texas
1377,48439,Tarrant County,2009,1774518,Texas
1378,48441,Taylor County,2009,131017,Texas
1379,48443,Terrell County,2009,993,Texas
1380,48445,Terry County,2009,12661,Texas
1381,48447,Throckmorton County,2009,1661,Texas
1382,48449,Titus County,2009,31912,Texas
1383,48451,Tom Green County,2009,109606,Texas
1384,48453,Travis County,2009,1003193,Texas
1385,48455,Trinity County,2009,14582,Texas
1386,48457,Tyler County,2009,21668,Texas
1387,48459,Upshur County,2009,38914,Texas
1388,48461,Upton County,2009,3354,Texas
1389,48463,Uvalde County,2009,26356,Texas
1390,48465,Val Verde County,2009,48474,Texas
1391,48467,Van Zandt County,2009,52116,Texas
1392,48469,Victoria County,2009,86521,Texas
1393,48471,Walker County,2009,67250,Texas
1394,48473,Waller County,2009,42203,Texas
1395,48475,Ward County,2009,10683,Texas
1396,48477,Washington County,2009,33366,Texas
1397,48479,Webb County,2009,244586,Texas
1398,48481,Wharton County,2009,41271,Texas
1399,48483,Wheeler County,2009,5394,Texas
1400,48485,Wichita County,2009,131668,Texas
1401,48487,Wilbarger County,2009,13649,Texas
1402,48489,Willacy County,2009,21930,Texas
1403,48491,Williamson County,2009,405297,Texas
1404,48493,Wilson County,2009,41861,Texas
1405,48495,Winkler County,2009,7116,Texas
1406,48497,Wise County,2009,58068,Texas
1407,48499,Wood County,2009,41436,Texas
1408,48501,Yoakum County,2009,7823,Texas
1409,48503,Young County,2009,18482,Texas
1410,48505,Zapata County,2009,13824,Texas
1411,48507,Zavala County,2009,11673,Texas
1413,53001,Adams County,2009,18497,Washington
1414,53003,Asotin County,2009,21516,Washington
1415,53005,Benton County,2009,171899,Washington
1416,53007,Chelan County,2009,71875,Washington
1417,53009,Clallam County,2009,70681,Washington
1418,53011,Clark County,2009,417347,Washington
1419,53013,Columbia County,2009,4076,Washington
1420,53015,Cowlitz County,2009,101461,Washington
1421,53017,Douglas County,2009,37843,Washington
1422,53019,Ferry County,2009,7524,Washington
1423,53021,Franklin County,2009,75284,Washington
1424,53023,Garfield County,2009,2279,Washington
1425,53025,Grant County,2009,87683,Washington
1426,53027,Grays Harbor County,2009,72232,Washington
1427,53029,Island County,2009,77814,Washington
1428,53031,Jefferson County,2009,29514,Washington
1429,53033,King County,2009,1911870,Washington
1430,53035,Kitsap County,2009,249226,Washington
1431,53037,Kittitas County,2009,40155,Washington
1432,53039,Klickitat County,2009,20202,Washington
1433,53041,Lewis County,2009,74769,Washington
1434,53043,Lincoln County,2009,10530,Washington
1435,53045,Mason County,2009,59567,Washington
1436,53047,Okanogan County,2009,40962,Washington
1437,53049,Pacific County,2009,20925,Washington
1438,53051,Pend Oreille County,2009,12871,Washington
1439,53053,Pierce County,2009,785776,Washington
1440,53055,San Juan County,2009,15597,Washington
1441,53057,Skagit County,2009,115505,Washington
1442,53059,Skamania County,2009,10950,Washington
1443,53061,Snohomish County,2009,702570,Washington
1444,53063,Spokane County,2009,465902,Washington
1445,53065,Stevens County,2009,43178,Washington
1446,53067,Thurston County,2009,247773,Washington
1447,53069,Wahkiakum County,2009,3963,Washington
1448,53071,Walla Walla County,2009,58420,Washington
1449,53073,Whatcom County,2009,197713,Washington
1450,53075,Whitman County,2009,44374,Washington
1451,53077,Yakima County,2009,241173,Washington
1453,12001,Alachua County,2010,247337,Florida
1454,12003,Baker County,2010,27115,Florida
1455,12005,Bay County,2010,168852,Florida
1456,12007,Bradford County,2010,28520,Florida
1457,12009,Brevard County,2010,543372,Florida
1458,12011,Broward County,2010,1748146,Florida
1459,12013,Calhoun County,2010,14625,Florida
1460,12015,Charlotte County,2010,159964,Florida
1461,12017,Citrus County,2010,141229,Florida
1462,12019,Clay County,2010,190865,Florida
1463,12021,Collier County,2010,321521,Florida
1464,12023,Columbia County,2010,67526,Florida
1465,12027,DeSoto County,2010,34862,Florida
1466,12029,Dixie County,2010,16422,Florida
1467,12031,Duval County,2010,864267,Florida
1468,12033,Escambia County,2010,297620,Florida
1469,12035,Flagler County,2010,95703,Florida
1470,12037,Franklin County,2010,11549,Florida
1471,12039,Gadsden County,2010,47744,Florida
1472,12041,Gilchrist County,2010,16941,Florida
1473,12043,Glades County,2010,12881,Florida
1474,12045,Gulf County,2010,15861,Florida
1475,12047,Hamilton County,2010,14799,Florida
1476,12049,Hardee County,2010,27731,Florida
1477,12051,Hendry County,2010,39143,Florida
1478,12053,Hernando County,2010,172777,Florida
1479,12055,Highlands County,2010,98786,Florida
1480,12057,Hillsborough County,2010,1229178,Florida
1481,12059,Holmes County,2010,19924,Florida
1482,12061,Indian River County,2010,138028,Florida
1483,12063,Jackson County,2010,49761,Florida
1484,12065,Jefferson County,2010,14759,Florida
1485,12067,Lafayette County,2010,8870,Florida
1486,12069,Lake County,2010,297052,Florida
1487,12071,Lee County,2010,618754,Florida
1488,12073,Leon County,2010,275484,Florida
1489,12075,Levy County,2010,40801,Florida
1490,12077,Liberty County,2010,8365,Florida
1491,12079,Madison County,2010,19230,Florida
1492,12081,Manatee County,2010,322879,Florida
1493,12083,Marion County,2010,331299,Florida
1494,12085,Martin County,2010,146852,Florida
1495,12086,Miami-Dade County,2010,2498013,Florida
1496,12087,Monroe County,2010,73090,Florida
1497,12089,Nassau County,2010,73310,Florida
1498,12091,Okaloosa County,2010,180825,Florida
1499,12093,Okeechobee County,2010,39996,Florida
1500,12095,Orange County,2010,1145954,Florida
1501,12097,Osceola County,2010,268683,Florida
1502,12099,Palm Beach County,2010,1320135,Florida
1503,12101,Pasco County,2010,464703,Florida
1504,12103,Pinellas County,2010,916804,Florida
1505,12105,Polk County,2010,602098,Florida
1506,12107,Putnam County,2010,74368,Florida
1507,12109,St. Johns County,2010,190034,Florida
1508,12111,St. Lucie County,2010,277255,Florida
1509,12113,Santa Rosa County,2010,151371,Florida
1510,12115,Sarasota County,2010,379435,Florida
1511,12117,Seminole County,2010,422713,Florida
1512,12119,Sumter County,2010,93420,Florida
1513,12121,Suwannee County,2010,41555,Florida
1514,12123,Taylor County,2010,22571,Florida
1515,12125,Union County,2010,15535,Florida
1516,12127,Volusia County,2010,494596,Florida
1517,12129,Wakulla County,2010,30783,Florida
1518,12131,Walton County,2010,55043,Florida
1519,12133,Washington County,2010,24896,Florida
1521,48001,Anderson County,2010,58459,Texas
1522,48003,Andrews County,2010,14786,Texas
1523,48005,Angelina County,2010,86771,Texas
1524,48007,Aransas County,2010,23158,Texas
1525,48009,Archer County,2010,9055,Texas
1526,48011,Armstrong County,2010,1901,Texas
1527,48013,Atascosa County,2010,44911,Texas
1528,48015,Austin County,2010,28412,Texas
1529,48017,Bailey County,2010,7165,Texas
1530,48019,Bandera County,2010,20489,Texas
1531,48021,Bastrop County,2010,74202,Texas
1532,48023,Baylor County,2010,3726,Texas
1533,48025,Bee County,2010,31861,Texas
1534,48027,Bell County,2010,310159,Texas
1535,48029,Bexar County,2010,1714772,Texas
1536,48031,Blanco County,2010,10495,Texas
1537,48033,Borden County,2010,641,Texas
1538,48035,Bosque County,2010,18217,Texas
1539,48037,Bowie County,2010,92564,Texas
1540,48039,Brazoria County,2010,313123,Texas
1541,48041,Brazos County,2010,194861,Texas
1542,48043,Brewster County,2010,9232,Texas
1543,48045,Briscoe County,2010,1637,Texas
1544,48047,Brooks County,2010,7223,Texas
1545,48049,Brown County,2010,38106,Texas
1546,48051,Burleson County,2010,17187,Texas
1547,48053,Burnet County,2010,42706,Texas
1548,48055,Caldwell County,2010,38057,Texas
1549,48057,Calhoun County,2010,21382,Texas
1550,48059,Callahan County,2010,13546,Texas
1551,48061,Cameron County,2010,406215,Texas
1552,48063,Camp County,2010,12401,Texas
1553,48065,Carson County,2010,6186,Texas
1554,48067,Cass County,2010,30464,Texas
1555,48069,Castro County,2010,8063,Texas
1556,48071,Chambers County,2010,35099,Texas
1557,48073,Cherokee County,2010,50834,Texas
1558,48075,Childress County,2010,7041,Texas
1559,48077,Clay County,2010,10754,Texas
1560,48079,Cochran County,2010,3127,Texas
1561,48081,Coke County,2010,3317,Texas
1562,48083,Coleman County,2010,8893,Texas
1563,48085,Collin County,2010,782220,Texas
1564,48087,Collingsworth County,2010,3057,Texas
1565,48089,Colorado County,2010,20872,Texas
1566,48091,Comal County,2010,108485,Texas
1567,48093,Comanche County,2010,13960,Texas
1568,48095,Concho County,2010,4087,Texas
1569,48097,Cooke County,2010,38439,Texas
1570,48099,Coryell County,2010,75474,Texas
1571,48101,Cottle County,2010,1506,Texas
1572,48103,Crane County,2010,4375,Texas
1573,48105,Crockett County,2010,3719,Texas
1574,48107,Crosby County,2010,6056,Texas
1575,48109,Culberson County,2010,2398,Texas
1576,48111,Dallam County,2010,6700,Texas
1577,48113,Dallas County,2010,2366683,Texas
1578,48115,Dawson County,2010,13833,Texas
1579,48117,Deaf Smith County,2010,19372,Texas
1580,48119,Delta County,2010,5231,Texas
1581,48121,Denton County,2010,662554,Texas
1582,48123,DeWitt County,2010,20097,Texas
1583,48125,Dickens County,2010,2441,Texas
1584,48127,Dimmit County,2010,9996,Texas
1585,48129,Donley County,2010,3726,Texas
1586,48131,Duval County,2010,11784,Texas
1587,48133,Eastland County,2010,18582,Texas
1588,48135,Ector County,2010,137136,Texas
1589,48137,Edwards County,2010,2002,Texas
1590,48139,Ellis County,2010,149604,Texas
1591,48141,El Paso County,2010,800653,Texas
1592,48143,Erath County,2010,37900,Texas
1593,48145,Falls County,2010,17867,Texas
1594,48147,Fannin County,2010,33910,Texas
1595,48149,Fayette County,2010,24556,Texas
1596,48151,Fisher County,2010,3978,Texas
1597,48153,Floyd County,2010,6446,Texas
1598,48155,Foard County,2010,1336,Texas
1599,48157,Fort Bend County,2010,584690,Texas
1600,48159,Franklin County,2010,10603,Texas
1601,48161,Freestone County,2010,19817,Texas
1602,48163,Frio County,2010,17217,Texas
1603,48165,Gaines County,2010,17526,Texas
1604,48167,Galveston County,2010,291307,Texas
1605,48169,Garza County,2010,6461,Texas
1606,48171,Gillespie County,2010,24836,Texas
1607,48173,Glasscock County,2010,1226,Texas
1608,48175,Goliad County,2010,7210,Texas
1609,48177,Gonzales County,2010,19811,Texas
1610,48179,Gray County,2010,22537,Texas
1611,48181,Grayson County,2010,120875,Texas
1612,48183,Gregg County,2010,121745,Texas
1613,48185,Grimes County,2010,26581,Texas
1614,48187,Guadalupe County,2010,131534,Texas
1615,48189,Hale County,2010,36206,Texas
1616,48191,Hall County,2010,3353,Texas
1617,48193,Hamilton County,2010,8512,Texas
1618,48195,Hansford County,2010,5613,Texas
1619,48197,Hardeman County,2010,4139,Texas
1620,48199,Hardin County,2010,54635,Texas
1621,48201,Harris County,2010,4093188,Texas
1622,48203,Harrison County,2010,65644,Texas
1623,48205,Hartley County,2010,6062,Texas
1624,48207,Haskell County,2010,5902,Texas
1625,48209,Hays County,2010,157099,Texas
1626,48211,Hemphill County,2010,3807,Texas
1627,48213,Henderson County,2010,78534,Texas
1628,48215,Hidalgo County,2010,774768,Texas
1629,48217,Hill County,2010,35088,Texas
1630,48219,Hockley County,2010,22927,Texas
1631,48221,Hood County,2010,51163,Texas
1632,48223,Hopkins County,2010,35161,Texas
1633,48225,Houston County,2010,23731,Texas
1634,48227,Howard County,2010,35012,Texas
1635,48229,Hudspeth County,2010,3476,Texas
1636,48231,Hunt County,2010,86162,Texas
1637,48233,Hutchinson County,2010,22249,Texas
1638,48235,Irion County,2010,1597,Texas
1639,48237,Jack County,2010,9044,Texas
1640,48239,Jackson County,2010,14075,Texas
1641,48241,Jasper County,2010,35710,Texas
1642,48243,Jeff Davis County,2010,2342,Texas
1643,48245,Jefferson County,2010,252277,Texas
1644,48247,Jim Hogg County,2010,5300,Texas
1645,48249,Jim Wells County,2010,40836,Texas
1646,48251,Johnson County,2010,150940,Texas
1647,48253,Jones County,2010,20192,Texas
1648,48255,Karnes County,2010,14828,Texas
1649,48257,Kaufman County,2010,103363,Texas
1650,48259,Kendall County,2010,33411,Texas
1651,48261,Kenedy County,2010,413,Texas
1652,48263,Kent County,2010,808,Texas
1653,48265,Kerr County,2010,49625,Texas
1654,48267,Kimble County,2010,4605,Texas
1655,48269,King County,2010,285,Texas
1656,48271,Kinney County,2010,3598,Texas
1657,48273,Kleberg County,2010,32061,Texas
1658,48275,Knox County,2010,3719,Texas
1659,48277,Lamar County,2010,49789,Texas
1660,48279,Lamb County,2010,13976,Texas
1661,48281,Lampasas County,2010,19680,Texas
1662,48283,La Salle County,2010,6886,Texas
1663,48285,Lavaca County,2010,19264,Texas
1664,48287,Lee County,2010,16610,Texas
1665,48289,Leon County,2010,16801,Texas
1666,48291,Liberty County,2010,75641,Texas
1667,48293,Limestone County,2010,23388,Texas
1668,48295,Lipscomb County,2010,3302,Texas
1669,48297,Live Oak County,2010,11533,Texas
1670,48299,Llano County,2010,19301,Texas
1671,48301,Loving County,2010,82,Texas
1672,48303,Lubbock County,2010,278918,Texas
1673,48305,Lynn County,2010,5915,Texas
1674,48307,McCulloch County,2010,8284,Texas
1675,48309,McLennan County,2010,234899,Texas
1676,48311,McMullen County,2010,707,Texas
1677,48313,Madison County,2010,13667,Texas
1678,48315,Marion County,2010,10536,Texas
1679,48317,Martin County,2010,4799,Texas
1680,48319,Mason County,2010,4013,Texas
1681,48321,Matagorda County,2010,36702,Texas
1682,48323,Maverick County,2010,54258,Texas
1683,48325,Medina County,2010,46006,Texas
1684,48327,Menard County,2010,2242,Texas
1685,48329,Midland County,2010,136872,Texas
1686,48331,Milam County,2010,24756,Texas
1687,48333,Mills County,2010,4941,Texas
1688,48335,Mitchell County,2010,9403,Texas
1689,48337,Montague County,2010,19720,Texas
1690,48339,Montgomery County,2010,455750,Texas
1691,48341,Moore County,2010,21904,Texas
1692,48343,Morris County,2010,12934,Texas
1693,48345,Motley County,2010,1205,Texas
1694,48347,Nacogdoches County,2010,64524,Texas
1695,48349,Navarro County,2010,47840,Texas
1696,48351,Newton County,2010,14445,Texas
1697,48353,Nolan County,2010,15215,Texas
1698,48355,Nueces County,2010,340223,Texas
1699,48357,Ochiltree County,2010,10223,Texas
1700,48359,Oldham County,2010,2052,Texas
1701,48361,Orange County,2010,81837,Texas
1702,48363,Palo Pinto County,2010,28122,Texas
1703,48365,Panola County,2010,23796,Texas
1704,48367,Parker County,2010,116957,Texas
1705,48369,Parmer County,2010,10269,Texas
1706,48371,Pecos County,2010,15507,Texas
1707,48373,Polk County,2010,45415,Texas
1708,48375,Potter County,2010,121078,Texas
1709,48377,Presidio County,2010,7817,Texas
1710,48379,Rains County,2010,10916,Texas
1711,48381,Randall County,2010,120720,Texas
1712,48383,Reagan County,2010,3367,Texas
1713,48385,Real County,2010,3309,Texas
1714,48387,Red River County,2010,12864,Texas
1715,48389,Reeves County,2010,13783,Texas
1716,48391,Refugio County,2010,7383,Texas
1717,48393,Roberts County,2010,929,Texas
1718,48395,Robertson County,2010,16620,Texas
1719,48397,Rockwall County,2010,78330,Texas
1720,48399,Runnels County,2010,10506,Texas
1721,48401,Rusk County,2010,53307,Texas
1722,48403,Sabine County,2010,10838,Texas
1723,48405,San Augustine County,2010,8861,Texas
1724,48407,San Jacinto County,2010,26377,Texas
1725,48409,San Patricio County,2010,64802,Texas
1726,48411,San Saba County,2010,6130,Texas
1727,48413,Schleicher County,2010,3461,Texas
1728,48415,Scurry County,2010,16919,Texas
1729,48417,Shackelford County,2010,3380,Texas
1730,48419,Shelby County,2010,25448,Texas
1731,48421,Sherman County,2010,3034,Texas
1732,48423,Smith County,2010,209725,Texas
1733,48425,Somervell County,2010,8491,Texas
1734,48427,Starr County,2010,60968,Texas
1735,48429,Stephens County,2010,9630,Texas
1736,48431,Sterling County,2010,1143,Texas
1737,48433,Stonewall County,2010,1490,Texas
1738,48435,Sutton County,2010,4128,Texas
1739,48437,Swisher County,2010,7859,Texas
1740,48439,Tarrant County,2010,1810655,Texas
1741,48441,Taylor County,2010,131508,Texas
1742,48443,Terrell County,2010,984,Texas
1743,48445,Terry County,2010,12651,Texas
1744,48447,Throckmorton County,2010,1641,Texas
1745,48449,Titus County,2010,32334,Texas
1746,48451,Tom Green County,2010,110228,Texas
1747,48453,Travis County,2010,1024462,Texas
1748,48455,Trinity County,2010,14675,Texas
1749,48457,Tyler County,2010,21760,Texas
1750,48459,Upshur County,2010,39315,Texas
1751,48461,Upton County,2010,3349,Texas
1752,48463,Uvalde County,2010,26405,Texas
1753,48465,Val Verde County,2010,48879,Texas
1754,48467,Van Zandt County,2010,52560,Texas
1755,48469,Victoria County,2010,86793,Texas
1756,48471,Walker County,2010,67861,Texas
1757,48473,Waller County,2010,43277,Texas
1758,48475,Ward County,2010,10658,Texas
1759,48477,Washington County,2010,33695,Texas
1760,48479,Webb County,2010,250304,Texas
1761,48481,Wharton County,2010,41280,Texas
1762,48483,Wheeler County,2010,5406,Texas
1763,48485,Wichita County,2010,131665,Texas
1764,48487,Wilbarger County,2010,13535,Texas
1765,48489,Willacy County,2010,22136,Texas
1766,48491,Williamson County,2010,422501,Texas
1767,48493,Wilson County,2010,42913,Texas
1768,48495,Winkler County,2010,7110,Texas
1769,48497,Wise County,2010,59100,Texas
1770,48499,Wood County,2010,41959,Texas
1771,48501,Yoakum County,2010,7879,Texas
1772,48503,Young County,2010,18550,Texas
1773,48505,Zapata County,2010,14018,Texas
1774,48507,Zavala County,2010,11677,Texas
1776,53001,Adams County,2010,18728,Washington
1777,53003,Asotin County,2010,21623,Washington
1778,53005,Benton County,2010,175169,Washington
1779,53007,Chelan County,2010,72460,Washington
1780,53009,Clallam County,2010,71404,Washington
1781,53011,Clark County,2010,425360,Washington
1782,53013,Columbia County,2010,4078,Washington
1783,53015,Cowlitz County,2010,102408,Washington
1784,53017,Douglas County,2010,38427,Washington
1785,53019,Ferry County,2010,7554,Washington
1786,53021,Franklin County,2010,78163,Washington
1787,53023,Garfield County,2010,2266,Washington
1788,53025,Grant County,2010,89124,Washington
1789,53027,Grays Harbor County,2010,72798,Washington
1790,53029,Island County,2010,78508,Washington
1791,53031,Jefferson County,2010,29872,Washington
1792,53033,King County,2010,1931292,Washington
1793,53035,Kitsap County,2010,251143,Washington
1794,53037,Kittitas County,2010,40909,Washington
1795,53039,Klickitat County,2010,20317,Washington
1796,53041,Lewis County,2010,75457,Washington
1797,53043,Lincoln County,2010,10570,Washington
1798,53045,Mason County,2010,60692,Washington
1799,53047,Okanogan County,2010,41117,Washington
1800,53049,Pacific County,2010,20919,Washington
1801,53051,Pend Oreille County,2010,13001,Washington
1802,53053,Pierce County,2010,795217,Washington
1803,53055,San Juan County,2010,15769,Washington
1804,53057,Skagit County,2010,116893,Washington
1805,53059,Skamania County,2010,11070,Washington
1806,53061,Snohomish County,2010,713296,Washington
1807,53063,Spokane County,2010,471229,Washington
1808,53065,Stevens County,2010,43523,Washington
1809,53067,Thurston County,2010,252260,Washington
1810,53069,Wahkiakum County,2010,3979,Washington
1811,53071,Walla Walla County,2010,58781,Washington
1812,53073,Whatcom County,2010,201146,Washington
1813,53075,Whitman County,2010,44778,Washington
1814,53077,Yakima County,2010,243240,Washington
1816,12001,Alachua County,2011,249850,Florida
1817,12003,Baker County,2011,27252,Florida
1818,12005,Bay County,2011,170678,Florida
1819,12007,Bradford County,2011,28432,Florida
1820,12009,Brevard County,2011,549313,Florida
1821,12011,Broward County,2011,1770714,Florida
1822,12013,Calhoun County,2011,14620,Florida
1823,12015,Charlotte County,2011,162745,Florida
1824,12017,Citrus County,2011,141973,Florida
1825,12019,Clay County,2011,193665,Florida
1826,12021,Collier County,2011,327850,Florida
1827,12023,Columbia County,2011,67856,Florida
1828,12027,DeSoto County,2011,35153,Florida
1829,12029,Dixie County,2011,16452,Florida
1830,12031,Duval County,2011,873813,Florida
1831,12033,Escambia County,2011,299610,Florida
1832,12035,Flagler County,2011,97521,Florida
1833,12037,Franklin County,2011,11569,Florida
1834,12039,Gadsden County,2011,47538,Florida
1835,12041,Gilchrist County,2011,17087,Florida
1836,12043,Glades County,2011,12974,Florida
1837,12045,Gulf County,2011,15894,Florida
1838,12047,Hamilton County,2011,14744,Florida
1839,12049,Hardee County,2011,27677,Florida
1840,12051,Hendry County,2011,39411,Florida
1841,12053,Hernando County,2011,174786,Florida
1842,12055,Highlands County,2011,99523,Florida
1843,12057,Hillsborough County,2011,1252256,Florida
1844,12059,Holmes County,2011,19874,Florida
1845,12061,Indian River County,2011,140181,Florida
1846,12063,Jackson County,2011,49599,Florida
1847,12065,Jefferson County,2011,14706,Florida
1848,12067,Lafayette County,2011,8854,Florida
1849,12069,Lake County,2011,303656,Florida
1850,12071,Lee County,2011,633849,Florida
1851,12073,Leon County,2011,277374,Florida
1852,12075,Levy County,2011,40797,Florida
1853,12077,Liberty County,2011,8375,Florida
1854,12079,Madison County,2011,19152,Florida
1855,12081,Manatee County,2011,330876,Florida
1856,12083,Marion County,2011,334485,Florida
1857,12085,Martin County,2011,148414,Florida
1858,12086,Miami-Dade County,2011,2527298,Florida
1859,12087,Monroe County,2011,73305,Florida
1860,12089,Nassau County,2011,74701,Florida
1861,12091,Okaloosa County,2011,183763,Florida
1862,12093,Okeechobee County,2011,40167,Florida
1863,12095,Orange County,2011,1172030,Florida
1864,12097,Osceola County,2011,279717,Florida
1865,12099,Palm Beach County,2011,1338557,Florida
1866,12101,Pasco County,2011,473028,Florida
1867,12103,Pinellas County,2011,923301,Florida
1868,12105,Polk County,2011,613865,Florida
1869,12107,Putnam County,2011,74345,Florida
1870,12109,St. Johns County,2011,197170,Florida
1871,12111,St. Lucie County,2011,282129,Florida
1872,12113,Santa Rosa County,2011,154479,Florida
1873,12115,Sarasota County,2011,384688,Florida
1874,12117,Seminole County,2011,427726,Florida
1875,12119,Sumter County,2011,97346,Florida
1876,12121,Suwannee County,2011,41847,Florida
1877,12123,Taylor County,2011,22465,Florida
1878,12125,Union County,2011,15468,Florida
1879,12127,Volusia County,2011,500478,Florida
1880,12129,Wakulla County,2011,30969,Florida
1881,12131,Walton County,2011,56857,Florida
1882,12133,Washington County,2011,24894,Florida
1884,48001,Anderson County,2011,58414,Texas
1885,48003,Andrews County,2011,15157,Texas
1886,48005,Angelina County,2011,86806,Texas
1887,48007,Aransas County,2011,23228,Texas
1888,48009,Archer County,2011,9025,Texas
1889,48011,Armstrong County,2011,1900,Texas
1890,48013,Atascosa County,2011,45510,Texas
1891,48015,Austin County,2011,28587,Texas
1892,48017,Bailey County,2011,7149,Texas
1893,48019,Bandera County,2011,20748,Texas
1894,48021,Bastrop County,2011,75621,Texas
1895,48023,Baylor County,2011,3710,Texas
1896,48025,Bee County,2011,31941,Texas
1897,48027,Bell County,2011,315212,Texas
1898,48029,Bexar County,2011,1744913,Texas
1899,48031,Blanco County,2011,10629,Texas
1900,48033,Borden County,2011,641,Texas
1901,48035,Bosque County,2011,18269,Texas
1902,48037,Bowie County,2011,92759,Texas
1903,48039,Brazoria County,2011,319464,Texas
1904,48041,Brazos County,2011,198405,Texas
1905,48043,Brewster County,2011,9235,Texas
1906,48045,Briscoe County,2011,1623,Texas
1907,48047,Brooks County,2011,7210,Texas
1908,48049,Brown County,2011,38085,Texas
1909,48051,Burleson County,2011,17320,Texas
1910,48053,Burnet County,2011,43243,Texas
1911,48055,Caldwell County,2011,38633,Texas
1912,48057,Calhoun County,2011,21401,Texas
1913,48059,Callahan County,2011,13595,Texas
1914,48061,Cameron County,2011,408180,Texas
1915,48063,Camp County,2011,12471,Texas
1916,48065,Carson County,2011,6165,Texas
1917,48067,Cass County,2011,30425,Texas
1918,48069,Castro County,2011,8018,Texas
1919,48071,Chambers County,2011,35916,Texas
1920,48073,Cherokee County,2011,51029,Texas
1921,48075,Childress County,2011,7068,Texas
1922,48077,Clay County,2011,10720,Texas
1923,48079,Cochran County,2011,3094,Texas
1924,48081,Coke County,2011,3322,Texas
1925,48083,Coleman County,2011,8837,Texas
1926,48085,Collin County,2011,806989,Texas
1927,48087,Collingsworth County,2011,3046,Texas
1928,48089,Colorado County,2011,20910,Texas
1929,48091,Comal County,2011,112917,Texas
1930,48093,Comanche County,2011,13912,Texas
1931,48095,Concho County,2011,4108,Texas
1932,48097,Cooke County,2011,38676,Texas
1933,48099,Coryell County,2011,75400,Texas
1934,48101,Cottle County,2011,1493,Texas
1935,48103,Crane County,2011,4421,Texas
1936,48105,Crockett County,2011,3694,Texas
1937,48107,Crosby County,2011,6025,Texas
1938,48109,Culberson County,2011,2376,Texas
1939,48111,Dallam County,2011,6755,Texas
1940,48113,Dallas County,2011,2396804,Texas
1941,48115,Dawson County,2011,13698,Texas
1942,48117,Deaf Smith County,2011,19304,Texas
1943,48119,Delta County,2011,5244,Texas
1944,48121,Denton County,2011,684388,Texas
1945,48123,DeWitt County,2011,20107,Texas
1946,48125,Dickens County,2011,2419,Texas
1947,48127,Dimmit County,2011,10030,Texas
1948,48129,Donley County,2011,3680,Texas
1949,48131,Duval County,2011,11720,Texas
1950,48133,Eastland County,2011,18553,Texas
1951,48135,Ector County,2011,139912,Texas
1952,48137,Edwards County,2011,1993,Texas
1953,48139,Ellis County,2011,152918,Texas
1954,48141,El Paso County,2011,805109,Texas
1955,48143,Erath County,2011,38405,Texas
1956,48145,Falls County,2011,17807,Texas
1957,48147,Fannin County,2011,34062,Texas
1958,48149,Fayette County,2011,24644,Texas
1959,48151,Fisher County,2011,3962,Texas
1960,48153,Floyd County,2011,6378,Texas
