,fips,County,Year,Citizens,State
666,48469,Victoria County,2007,85978,Texas
667,48471,Walker County,2007,66029,Texas
668,48473,Waller County,2007,40057,Texas
669,48475,Ward County,2007,10733,Texas
670,48477,Washington County,2007,32710,Texas
671,48479,Webb County,2007,233150,Texas
672,48481,Wharton County,2007,41253,Texas
673,48483,Wheeler County,2007,5370,Texas
674,48485,Wichita County,2007,131674,Texas
675,48487,Wilbarger County,2007,13878,Texas
676,48489,Willacy County,2007,21518,Texas
677,48491,Williamson County,2007,370890,Texas
678,48493,Wilson County,2007,39759,Texas
679,48495,Winkler County,2007,7128,Texas
680,48497,Wise County,2007,56006,Texas
681,48499,Wood County,2007,40390,Texas
682,48501,Yoakum County,2007,7712,Texas
683,48503,Young County,2007,18346,Texas
684,48505,Zapata County,2007,13436,Texas
685,48507,Zavala County,2007,11667,Texas
687,53001,Adams County,2007,18037,Washington
688,53003,Asotin County,2007,21302,Washington
689,53005,Benton County,2007,165360,Washington
690,53007,Chelan County,2007,70705,Washington
691,53009,Clallam County,2007,69237,Washington
692,53011,Clark County,2007,401322,Washington
693,53013,Columbia County,2007,4073,Washington
694,53015,Cowlitz County,2007,99569,Washington
695,53017,Douglas County,2007,36675,Washington
696,53019,Ferry County,2007,7466,Washington
697,53021,Franklin County,2007,69527,Washington
698,53023,Garfield County,2007,2305,Washington
699,53025,Grant County,2007,84801,Washington
700,53027,Grays Harbor County,2007,71100,Washington
701,53029,Island County,2007,76426,Washington
702,53031,Jefferson County,2007,28800,Washington
703,53033,King County,2007,1873026,Washington
704,53035,Kitsap County,2007,245394,Washington
705,53037,Kittitas County,2007,38647,Washington
706,53039,Klickitat County,2007,19972,Washington
707,53041,Lewis County,2007,73395,Washington
708,53043,Lincoln County,2007,10450,Washington
709,53045,Mason County,2007,57317,Washington
710,53047,Okanogan County,2007,40652,Washington
711,53049,Pacific County,2007,20937,Washington
712,53051,Pend Oreille County,2007,12612,Washington
713,53053,Pierce County,2007,766896,Washington
714,53055,San Juan County,2007,15253,Washington
715,53057,Skagit County,2007,112730,Washington
716,53059,Skamania County,2007,10711,Washington
717,53061,Snohomish County,2007,681120,Washington
718,53063,Spokane County,2007,455250,Washington
719,53065,Stevens County,2007,42490,Washington
720,53067,Thurston County,2007,238799,Washington
721,53069,Wahkiakum County,2007,3932,Washington
722,53071,Walla Walla County,2007,57699,Washington
723,53073,Whatcom County,2007,190848,Washington
724,53075,Whitman County,2007,43567,Washington
725,53077,Yakima County,2007,237041,Washington
727,12001,Alachua County,2008,241462,Florida
728,12003,Baker County,2008,26143,Florida
729,12005,Bay County,2008,164735,Florida
730,12007,Bradford County,2008,28035,Florida
731,12009,Brevard County,2008,529957,Florida
732,12011,Broward County,2008,1723111,Florida
733,12013,Calhoun County,2008,14300,Florida
734,12015,Charlotte County,2008,156295,Florida
735,12017,Citrus County,2008,136604,Florida
736,12019,Clay County,2008,180849,Florida
737,12021,Collier County,2008,307499,Florida
738,12023,Columbia County,2008,65303,Florida
739,12027,DeSoto County,2008,34330,Florida
740,12029,Dixie County,2008,15889,Florida
741,12031,Duval County,2008,847192,Florida
742,12033,Escambia County,2008,296979,Florida
743,12035,Flagler County,2008,86526,Florida
744,12037,Franklin County,2008,11204,Florida
745,12039,Gadsden County,2008,47198,Florida
746,12041,Gilchrist County,2008,16438,Florida
747,12043,Glades County,2008,12411,Florida
748,12045,Gulf County,2008,15598,Florida
749,12047,Hamilton County,2008,14503,Florida
750,12049,Hardee County,2008,27555,Florida
751,12051,Hendry County,2008,38551,Florida
752,12053,Hernando County,2008,164380,Florida
753,12055,Highlands County,2008,96507,Florida
754,12057,Hillsborough County,2008,1183141,Florida
755,12059,Holmes County,2008,19652,Florida
756,12061,Indian River County,2008,132997,Florida
757,12063,Jackson County,2008,49165,Florida
758,12065,Jefferson County,2008,14382,Florida
759,12067,Lafayette County,2008,8499,Florida
760,12069,Lake County,2008,279725,Florida
761,12071,Lee County,2008,583185,Florida
762,12073,Leon County,2008,268289,Florida
763,12075,Levy County,2008,39530,Florida
764,12077,Liberty County,2008,8094,Florida
765,12079,Madison County,2008,19128,Florida
766,12081,Manatee County,2008,311102,Florida
767,12083,Marion County,2008,316813,Florida
768,12085,Martin County,2008,142837,Florida
769,12086,Miami-Dade County,2008,2449169,Florida
770,12087,Monroe County,2008,74392,Florida
771,12089,Nassau County,2008,70177,Florida
772,12091,Okaloosa County,2008,178764,Florida
773,12093,Okeechobee County,2008,39170,Florida
774,12095,Orange County,2008,1095987,Florida
775,12097,Osceola County,2008,249450,Florida
776,12099,Palm Beach County,2008,1282345,Florida
777,12101,Pasco County,2008,440712,Florida
778,12103,Pinellas County,2008,917743,Florida
779,12105,Polk County,2008,578456,Florida
780,12107,Putnam County,2008,73578,Florida
781,12109,St. Johns County,2008,176674,Florida
782,12111,St. Lucie County,2008,260339,Florida
783,12113,Santa Rosa County,2008,144647,Florida
784,12115,Sarasota County,2008,368748,Florida
785,12117,Seminole County,2008,411260,Florida
786,12119,Sumter County,2008,85403,Florida
787,12121,Suwannee County,2008,40220,Florida
788,12123,Taylor County,2008,21907,Florida
789,12125,Union County,2008,15113,Florida
790,12127,Volusia County,2008,484353,Florida
791,12129,Wakulla County,2008,29197,Florida
792,12131,Walton County,2008,52146,Florida
793,12133,Washington County,2008,24111,Florida
795,48001,Anderson County,2008,57790,Texas
796,48003,Andrews County,2008,14429,Texas
797,48005,Angelina County,2008,85441,Texas
798,48007,Aransas County,2008,23017,Texas
799,48009,Archer County,2008,9024,Texas
800,48011,Armstrong County,2008,1951,Texas
801,48013,Atascosa County,2008,43641,Texas
802,48015,Austin County,2008,27446,Texas
803,48017,Bailey County,2008,7050,Texas
804,48019,Bandera County,2008,19909,Texas
805,48021,Bastrop County,2008,70902,Texas
806,48023,Baylor County,2008,3799,Texas
807,48025,Bee County,2008,31958,Texas
808,48027,Bell County,2008,295727,Texas
809,48029,Bexar County,2008,1650424,Texas
810,48031,Blanco County,2008,10083,Texas
811,48033,Borden County,2008,658,Texas
812,48035,Bosque County,2008,18011,Texas
813,48037,Bowie County,2008,91910,Texas
814,48039,Brazoria County,2008,298859,Texas
815,48041,Brazos County,2008,186376,Texas
816,48043,Brewster County,2008,9160,Texas
817,48045,Briscoe County,2008,1670,Texas
818,48047,Brooks County,2008,7374,Texas
819,48049,Brown County,2008,38018,Texas
820,48051,Burleson County,2008,17039,Texas
821,48053,Burnet County,2008,41002,Texas
822,48055,Caldwell County,2008,36865,Texas
823,48057,Calhoun County,2008,21234,Texas
824,48059,Callahan County,2008,13411,Texas
825,48061,Cameron County,2008,391948,Texas
826,48063,Camp County,2008,12227,Texas
827,48065,Carson County,2008,6249,Texas
828,48067,Cass County,2008,30456,Texas
829,48069,Castro County,2008,8105,Texas
830,48071,Chambers County,2008,33280,Texas
831,48073,Cherokee County,2008,50010,Texas
832,48075,Childress County,2008,7172,Texas
833,48077,Clay County,2008,10802,Texas
834,48079,Cochran County,2008,3246,Texas
835,48081,Coke County,2008,3426,Texas
836,48083,Coleman County,2008,8960,Texas
837,48085,Collin County,2008,724030,Texas
838,48087,Collingsworth County,2008,3086,Texas
839,48089,Colorado County,2008,20768,Texas
840,48091,Comal County,2008,102392,Texas
841,48093,Comanche County,2008,13973,Texas
842,48095,Concho County,2008,4062,Texas
843,48097,Cooke County,2008,38025,Texas
844,48099,Coryell County,2008,75359,Texas
845,48101,Cottle County,2008,1584,Texas
846,48103,Crane County,2008,4299,Texas
847,48105,Crockett County,2008,3795,Texas
848,48107,Crosby County,2008,6259,Texas
849,48109,Culberson County,2008,2514,Texas
850,48111,Dallam County,2008,6602,Texas
851,48113,Dallas County,2008,2336708,Texas
852,48115,Dawson County,2008,14063,Texas
853,48117,Deaf Smith County,2008,19210,Texas
854,48119,Delta County,2008,5248,Texas
855,48121,Denton County,2008,616656,Texas
856,48123,DeWitt County,2008,20077,Texas
857,48125,Dickens County,2008,2504,Texas
858,48127,Dimmit County,2008,10037,Texas
859,48129,Donley County,2008,3743,Texas
860,48131,Duval County,2008,12041,Texas
861,48133,Eastland County,2008,18523,Texas
862,48135,Ector County,2008,133933,Texas
863,48137,Edwards County,2008,2033,Texas
864,48139,Ellis County,2008,141966,Texas
865,48141,El Paso County,2008,776436,Texas
866,48143,Erath County,2008,36916,Texas
867,48145,Falls County,2008,18006,Texas
868,48147,Fannin County,2008,33373,Texas
869,48149,Fayette County,2008,24008,Texas
870,48151,Fisher County,2008,4051,Texas
871,48153,Floyd County,2008,6710,Texas
872,48155,Foard County,2008,1393,Texas
873,48157,Fort Bend County,2008,538609,Texas
874,48159,Franklin County,2008,10368,Texas
875,48161,Freestone County,2008,19423,Texas
876,48163,Frio County,2008,17024,Texas
877,48165,Gaines County,2008,16913,Texas
878,48167,Galveston County,2008,283081,Texas
879,48169,Garza County,2008,6144,Texas
880,48171,Gillespie County,2008,24030,Texas
881,48173,Glasscock County,2008,1263,Texas
882,48175,Goliad County,2008,7152,Texas
883,48177,Gonzales County,2008,19569,Texas
884,48179,Gray County,2008,22578,Texas
885,48181,Grayson County,2008,118814,Texas
886,48183,Gregg County,2008,119661,Texas
887,48185,Grimes County,2008,25973,Texas
888,48187,Guadalupe County,2008,122998,Texas
889,48189,Hale County,2008,36285,Texas
890,48191,Hall County,2008,3438,Texas
891,48193,Hamilton County,2008,8454,Texas
892,48195,Hansford County,2008,5564,Texas
893,48197,Hardeman County,2008,4255,Texas
894,48199,Hardin County,2008,53323,Texas
895,48201,Harris County,2008,3954778,Texas
896,48203,Harrison County,2008,64934,Texas
897,48205,Hartley County,2008,5957,Texas
898,48207,Haskell County,2008,5939,Texas
899,48209,Hays County,2008,145262,Texas
900,48211,Hemphill County,2008,3716,Texas
901,48213,Henderson County,2008,77448,Texas
902,48215,Hidalgo County,2008,733634,Texas
903,48217,Hill County,2008,34530,Texas
904,48219,Hockley County,2008,22885,Texas
905,48221,Hood County,2008,49127,Texas
906,48223,Hopkins County,2008,34520,Texas
907,48225,Houston County,2008,23614,Texas
908,48227,Howard County,2008,34735,Texas
909,48229,Hudspeth County,2008,3450,Texas
910,48231,Hunt County,2008,84242,Texas
911,48233,Hutchinson County,2008,22572,Texas
912,48235,Irion County,2008,1630,Texas
913,48237,Jack County,2008,8985,Texas
914,48239,Jackson County,2008,14137,Texas
915,48241,Jasper County,2008,35678,Texas
916,48243,Jeff Davis County,2008,2315,Texas
917,48245,Jefferson County,2008,252215,Texas
918,48247,Jim Hogg County,2008,5296,Texas
919,48249,Jim Wells County,2008,40537,Texas
920,48251,Johnson County,2008,146076,Texas
921,48253,Jones County,2008,20312,Texas
922,48255,Karnes County,2008,14950,Texas
923,48257,Kaufman County,2008,96980,Texas
924,48259,Kendall County,2008,31487,Texas
925,48261,Kenedy County,2008,413,Texas
926,48263,Kent County,2008,818,Texas
927,48265,Kerr County,2008,48429,Texas
928,48267,Kimble County,2008,4576,Texas
929,48269,King County,2008,299,Texas
930,48271,Kinney County,2008,3553,Texas
931,48273,Kleberg County,2008,31970,Texas
932,48275,Knox County,2008,3825,Texas
933,48277,Lamar County,2008,49529,Texas
934,48279,Lamb County,2008,14123,Texas
935,48281,Lampasas County,2008,19309,Texas
936,48283,La Salle County,2008,6681,Texas
937,48285,Lavaca County,2008,19254,Texas
938,48287,Lee County,2008,16418,Texas
939,48289,Leon County,2008,16502,Texas
940,48291,Liberty County,2008,74552,Texas
941,48293,Limestone County,2008,23120,Texas
942,48295,Lipscomb County,2008,3251,Texas
943,48297,Live Oak County,2008,11678,Texas
944,48299,Llano County,2008,18840,Texas
945,48301,Loving County,2008,79,Texas
946,48303,Lubbock County,2008,271663,Texas
947,48305,Lynn County,2008,6041,Texas
948,48307,McCulloch County,2008,8267,Texas
949,48309,McLennan County,2008,230624,Texas
950,48311,McMullen County,2008,735,Texas
951,48313,Madison County,2008,13522,Texas
952,48315,Marion County,2008,10616,Texas
953,48317,Martin County,2008,4788,Texas
954,48319,Mason County,2008,3957,Texas
955,48321,Matagorda County,2008,36945,Texas
956,48323,Maverick County,2008,52863,Texas
957,48325,Medina County,2008,44668,Texas
958,48327,Menard County,2008,2265,Texas
959,48329,Midland County,2008,132704,Texas
960,48331,Milam County,2008,24651,Texas
961,48333,Mills County,2008,4981,Texas
962,48335,Mitchell County,2008,9461,Texas
963,48337,Montague County,2008,19597,Texas
964,48339,Montgomery County,2008,423355,Texas
965,48341,Moore County,2008,21547,Texas
966,48343,Morris County,2008,12955,Texas
967,48345,Motley County,2008,1248,Texas
968,48347,Nacogdoches County,2008,63458,Texas
969,48349,Navarro County,2008,47294,Texas
970,48351,Newton County,2008,14566,Texas
971,48353,Nolan County,2008,15333,Texas
972,48355,Nueces County,2008,334880,Texas
973,48357,Ochiltree County,2008,9978,Texas
974,48359,Oldham County,2008,2078,Texas
975,48361,Orange County,2008,82476,Texas
976,48363,Palo Pinto County,2008,27900,Texas
977,48365,Panola County,2008,23588,Texas
978,48367,Parker County,2008,111251,Texas
979,48369,Parmer County,2008,10216,Texas
980,48371,Pecos County,2008,15764,Texas
981,48373,Polk County,2008,44562,Texas
982,48375,Potter County,2008,119593,Texas
983,48377,Presidio County,2008,7714,Texas
984,48379,Rains County,2008,10558,Texas
985,48381,Randall County,2008,117411,Texas
986,48383,Reagan County,2008,3358,Texas
987,48385,Real County,2008,3256,Texas
988,48387,Red River County,2008,13154,Texas
989,48389,Reeves County,2008,13654,Texas
990,48391,Refugio County,2008,7472,Texas
991,48393,Roberts County,2008,920,Texas
992,48395,Robertson County,2008,16490,Texas
993,48397,Rockwall County,2008,71268,Texas
994,48399,Runnels County,2008,10699,Texas
995,48401,Rusk County,2008,52127,Texas
996,48403,Sabine County,2008,10750,Texas
997,48405,San Augustine County,2008,8876,Texas
998,48407,San Jacinto County,2008,25543,Texas
999,48409,San Patricio County,2008,65296,Texas
1000,48411,San Saba County,2008,6141,Texas
1001,48413,Schleicher County,2008,3355,Texas
1002,48415,Scurry County,2008,16808,Texas
1003,48417,Shackelford County,2008,3364,Texas
1004,48419,Shelby County,2008,25401,Texas
1005,48421,Sherman County,2008,3064,Texas
1006,48423,Smith County,2008,202752,Texas
1007,48425,Somervell County,2008,8175,Texas
1008,48427,Starr County,2008,59489,Texas
1009,48429,Stephens County,2008,9639,Texas
1010,48431,Sterling County,2008,1193,Texas
1011,48433,Stonewall County,2008,1530,Texas
1012,48435,Sutton County,2008,4117,Texas
1013,48437,Swisher County,2008,7961,Texas
1014,48439,Tarrant County,2008,1738382,Texas
1015,48441,Taylor County,2008,130527,Texas
1016,48443,Terrell County,2008,1003,Texas
1017,48445,Terry County,2008,12672,Texas
1018,48447,Throckmorton County,2008,1682,Texas
1019,48449,Titus County,2008,31490,Texas
1020,48451,Tom Green County,2008,108985,Texas
1021,48453,Travis County,2008,981924,Texas
1022,48455,Trinity County,2008,14489,Texas
1023,48457,Tyler County,2008,21576,Texas
1024,48459,Upshur County,2008,38513,Texas
1025,48461,Upton County,2008,3360,Texas
1026,48463,Uvalde County,2008,26307,Texas
1027,48465,Val Verde County,2008,48070,Texas
1028,48467,Van Zandt County,2008,51673,Texas
1029,48469,Victoria County,2008,86249,Texas
1030,48471,Walker County,2008,66640,Texas
1031,48473,Waller County,2008,41130,Texas
1032,48475,Ward County,2008,10708,Texas
1033,48477,Washington County,2008,33038,Texas
1034,48479,Webb County,2008,238868,Texas
1035,48481,Wharton County,2008,41262,Texas
1036,48483,Wheeler County,2008,5382,Texas
1037,48485,Wichita County,2008,131671,Texas
1038,48487,Wilbarger County,2008,13763,Texas
1039,48489,Willacy County,2008,21724,Texas
1040,48491,Williamson County,2008,388094,Texas
1041,48493,Wilson County,2008,40810,Texas
1042,48495,Winkler County,2008,7122,Texas
1043,48497,Wise County,2008,57037,Texas
1044,48499,Wood County,2008,40913,Texas
1045,48501,Yoakum County,2008,7768,Texas
1046,48503,Young County,2008,18414,Texas
1047,48505,Zapata County,2008,13630,Texas
1048,48507,Zavala County,2008,11670,Texas
1050,53001,Adams County,2008,18267,Washington
1051,53003,Asotin County,2008,21409,Washington
1052,53005,Benton County,2008,168629,Washington
1053,53007,Chelan County,2008,71290,Washington
1054,53009,Clallam County,2008,69959,Washington
1055,53011,Clark County,2008,409335,Washington
1056,53013,Columbia County,2008,4075,Washington
1057,53015,Cowlitz County,2008,100515,Washington
1058,53017,Douglas County,2008,37259,Washington
1059,53019,Ferry County,2008,7495,Washington
1060,53021,Franklin County,2008,72406,Washington
1061,53023,Garfield County,2008,2292,Washington
1062,53025,Grant County,2008,86242,Washington
1063,53027,Grays Harbor County,2008,71666,Washington
1064,53029,Island County,2008,77120,Washington
1065,53031,Jefferson County,2008,29157,Washington
1066,53033,King County,2008,1892448,Washington
1067,53035,Kitsap County,2008,247310,Washington
1068,53037,Kittitas County,2008,39401,Washington
1069,53039,Klickitat County,2008,20087,Washington
1070,53041,Lewis County,2008,74082,Washington
1071,53043,Lincoln County,2008,10490,Washington
1072,53045,Mason County,2008,58442,Washington
1073,53047,Okanogan County,2008,40807,Washington
1074,53049,Pacific County,2008,20931,Washington
1075,53051,Pend Oreille County,2008,12742,Washington
1076,53053,Pierce County,2008,776336,Washington
1077,53055,San Juan County,2008,15425,Washington
1078,53057,Skagit County,2008,114117,Washington
1079,53059,Skamania County,2008,10831,Washington
1080,53061,Snohomish County,2008,691845,Washington
1081,53063,Spokane County,2008,460576,Washington
1082,53065,Stevens County,2008,42834,Washington
1083,53067,Thurston County,2008,243286,Washington
1084,53069,Wahkiakum County,2008,3948,Washington
1085,53071,Walla Walla County,2008,58060,Washington
1086,53073,Whatcom County,2008,194281,Washington
1087,53075,Whitman County,2008,43970,Washington
1088,53077,Yakima County,2008,239107,Washington
1090,12001,Alachua County,2009,244399,Florida
1091,12003,Baker County,2009,26629,Florida
1092,12005,Bay County,2009,166793,Florida
1093,12007,Bradford County,2009,28277,Florida
1094,12009,Brevard County,2009,536664,Florida
1095,12011,Broward County,2009,1735628,Florida
1096,12013,Calhoun County,2009,14462,Florida
1097,12015,Charlotte County,2009,158129,Florida
1098,12017,Citrus County,2009,138916,Florida
1099,12019,Clay County,2009,185857,Florida
1100,12021,Collier County,2009,314510,Florida
1101,12023,Columbia County,2009,66414,Florida
1102,12027,DeSoto County,2009,34596,Florida
1103,12029,Dixie County,2009,16155,Florida
1104,12031,Duval County,2009,855729,Florida
1105,12033,Escambia County,2009,297299,Florida
1106,12035,Flagler County,2009,91114,Florida
1107,12037,Franklin County,2009,11376,Florida
1108,12039,Gadsden County,2009,47471,Florida
1109,12041,Gilchrist County,2009,16689,Florida
1110,12043,Glades County,2009,12646,Florida
1111,12045,Gulf County,2009,15729,Florida
1112,12047,Hamilton County,2009,14651,Florida
1113,12049,Hardee County,2009,27643,Florida
1114,12051,Hendry County,2009,38847,Florida
1115,12053,Hernando County,2009,168578,Florida
1116,12055,Highlands County,2009,97646,Florida
1117,12057,Hillsborough County,2009,1206159,Florida
1118,12059,Holmes County,2009,19788,Florida
1119,12061,Indian River County,2009,135512,Florida
1120,12063,Jackson County,2009,49463,Florida
1121,12065,Jefferson County,2009,14570,Florida
1122,12067,Lafayette County,2009,8684,Florida
1123,12069,Lake County,2009,288388,Florida
1124,12071,Lee County,2009,600969,Florida
1125,12073,Leon County,2009,271886,Florida
1126,12075,Levy County,2009,40165,Florida
1127,12077,Liberty County,2009,8229,Florida
1128,12079,Madison County,2009,19179,Florida
1129,12081,Manatee County,2009,316990,Florida
1130,12083,Marion County,2009,324056,Florida
1131,12085,Martin County,2009,144844,Florida
1132,12086,Miami-Dade County,2009,2473591,Florida
1133,12087,Monroe County,2009,73741,Florida
1134,12089,Nassau County,2009,71743,Florida
1135,12091,Okaloosa County,2009,179794,Florida
1136,12093,Okeechobee County,2009,39583,Florida
1137,12095,Orange County,2009,1120970,Florida
1138,12097,Osceola County,2009,259066,Florida
1139,12099,Palm Beach County,2009,1301240,Florida
1140,12101,Pasco County,2009,452707,Florida
1141,12103,Pinellas County,2009,917273,Florida
1142,12105,Polk County,2009,590277,Florida
1143,12107,Putnam County,2009,73973,Florida
1144,12109,St. Johns County,2009,183354,Florida
1145,12111,St. Lucie County,2009,268797,Florida
1146,12113,Santa Rosa County,2009,148009,Florida
1147,12115,Sarasota County,2009,374091,Florida
1148,12117,Seminole County,2009,416986,Florida
1149,12119,Sumter County,2009,89411,Florida
1150,12121,Suwannee County,2009,40887,Florida
1151,12123,Taylor County,2009,22239,Florida
1152,12125,Union County,2009,15324,Florida
1153,12127,Volusia County,2009,489474,Florida
1154,12129,Wakulla County,2009,29990,Florida
1155,12131,Walton County,2009,53594,Florida
1156,12133,Washington County,2009,24503,Florida
1158,48001,Anderson County,2009,58124,Texas
1159,48003,Andrews County,2009,14607,Texas
1160,48005,Angelina County,2009,86106,Texas
1161,48007,Aransas County,2009,23087,Texas
1162,48009,Archer County,2009,9039,Texas
1163,48011,Armstrong County,2009,1926,Texas
1164,48013,Atascosa County,2009,44276,Texas
1165,48015,Austin County,2009,27929,Texas
1166,48017,Bailey County,2009,7107,Texas
1167,48019,Bandera County,2009,20199,Texas
1168,48021,Bastrop County,2009,72552,Texas
1169,48023,Baylor County,2009,3762,Texas
1170,48025,Bee County,2009,31909,Texas
1171,48027,Bell County,2009,302943,Texas
1172,48029,Bexar County,2009,1682598,Texas
1173,48031,Blanco County,2009,10289,Texas
1174,48033,Borden County,2009,649,Texas
1175,48035,Bosque County,2009,18114,Texas
1176,48037,Bowie County,2009,92237,Texas
1177,48039,Brazoria County,2009,305991,Texas
1178,48041,Brazos County,2009,190618,Texas
1179,48043,Brewster County,2009,9196,Texas
1180,48045,Briscoe County,2009,1653,Texas
1181,48047,Brooks County,2009,7298,Texas
1182,48049,Brown County,2009,38062,Texas
1183,48051,Burleson County,2009,17113,Texas
1184,48053,Burnet County,2009,41854,Texas
1185,48055,Caldwell County,2009,37461,Texas
1186,48057,Calhoun County,2009,21308,Texas
1187,48059,Callahan County,2009,13478,Texas
1188,48061,Cameron County,2009,399081,Texas
1189,48063,Camp County,2009,12314,Texas
1190,48065,Carson County,2009,6217,Texas
1191,48067,Cass County,2009,30460,Texas
1192,48069,Castro County,2009,8084,Texas
1193,48071,Chambers County,2009,34189,Texas
1194,48073,Cherokee County,2009,50422,Texas
1195,48075,Childress County,2009,7106,Texas
1196,48077,Clay County,2009,10778,Texas
1197,48079,Cochran County,2009,3186,Texas
1198,48081,Coke County,2009,3371,Texas
1199,48083,Coleman County,2009,8926,Texas
1200,48085,Collin County,2009,753125,Texas
1201,48087,Collingsworth County,2009,3071,Texas
1202,48089,Colorado County,2009,20820,Texas
1203,48091,Comal County,2009,105438,Texas
1204,48093,Comanche County,2009,13966,Texas
1205,48095,Concho County,2009,4074,Texas
1206,48097,Cooke County,2009,38232,Texas
1207,48099,Coryell County,2009,75416,Texas
1208,48101,Cottle County,2009,1545,Texas
1209,48103,Crane County,2009,4337,Texas
1210,48105,Crockett County,2009,3757,Texas
1211,48107,Crosby County,2009,6157,Texas
1212,48109,Culberson County,2009,2456,Texas
1213,48111,Dallam County,2009,6651,Texas
1214,48113,Dallas County,2009,2351695,Texas
1215,48115,Dawson County,2009,13948,Texas
1216,48117,Deaf Smith County,2009,19291,Texas
1217,48119,Delta County,2009,5239,Texas
1218,48121,Denton County,2009,639605,Texas
1219,48123,DeWitt County,2009,20087,Texas
1220,48125,Dickens County,2009,2472,Texas
1221,48127,Dimmit County,2009,10016,Texas
1222,48129,Donley County,2009,3734,Texas
1223,48131,Duval County,2009,11912,Texas
1224,48133,Eastland County,2009,18552,Texas
1225,48135,Ector County,2009,135534,Texas
1226,48137,Edwards County,2009,2017,Texas
1227,48139,Ellis County,2009,145785,Texas
1228,48141,El Paso County,2009,788544,Texas
1229,48143,Erath County,2009,37408,Texas
1230,48145,Falls County,2009,17936,Texas
1231,48147,Fannin County,2009,33641,Texas
1232,48149,Fayette County,2009,24282,Texas
1233,48151,Fisher County,2009,4014,Texas
1234,48153,Floyd County,2009,6578,Texas
1235,48155,Foard County,2009,1364,Texas
1236,48157,Fort Bend County,2009,561649,Texas
1237,48159,Franklin County,2009,10485,Texas
1238,48161,Freestone County,2009,19620,Texas
1239,48163,Frio County,2009,17120,Texas
1240,48165,Gaines County,2009,17219,Texas
1241,48167,Galveston County,2009,287194,Texas
1242,48169,Garza County,2009,6302,Texas
1243,48171,Gillespie County,2009,24433,Texas
1244,48173,Glasscock County,2009,1244,Texas
1245,48175,Goliad County,2009,7181,Texas
1246,48177,Gonzales County,2009,19690,Texas
1247,48179,Gray County,2009,22557,Texas
1248,48181,Grayson County,2009,119844,Texas
1249,48183,Gregg County,2009,120703,Texas
1250,48185,Grimes County,2009,26277,Texas
1251,48187,Guadalupe County,2009,127266,Texas
1252,48189,Hale County,2009,36245,Texas
1253,48191,Hall County,2009,3395,Texas
1254,48193,Hamilton County,2009,8483,Texas
1255,48195,Hansford County,2009,5588,Texas
1256,48197,Hardeman County,2009,4197,Texas
1257,48199,Hardin County,2009,53979,Texas
1258,48201,Harris County,2009,4023983,Texas
1259,48203,Harrison County,2009,65289,Texas
1260,48205,Hartley County,2009,6009,Texas
1261,48207,Haskell County,2009,5920,Texas
1262,48209,Hays County,2009,151180,Texas
1263,48211,Hemphill County,2009,3761,Texas
1264,48213,Henderson County,2009,77991,Texas
1265,48215,Hidalgo County,2009,754201,Texas
1266,48217,Hill County,2009,34809,Texas
1267,48219,Hockley County,2009,22906,Texas
1268,48221,Hood County,2009,50145,Texas
1269,48223,Hopkins County,2009,34840,Texas
1270,48225,Houston County,2009,23672,Texas
1271,48227,Howard County,2009,34873,Texas
1272,48229,Hudspeth County,2009,3463,Texas
1273,48231,Hunt County,2009,85202,Texas
1274,48233,Hutchinson County,2009,22410,Texas
1275,48235,Irion County,2009,1613,Texas
1276,48237,Jack County,2009,9014,Texas
1277,48239,Jackson County,2009,14106,Texas
1278,48241,Jasper County,2009,35694,Texas
1279,48243,Jeff Davis County,2009,2328,Texas
1280,48245,Jefferson County,2009,252246,Texas
1281,48247,Jim Hogg County,2009,5298,Texas
1282,48249,Jim Wells County,2009,40686,Texas
1283,48251,Johnson County,2009,148508,Texas
1284,48253,Jones County,2009,20252,Texas
1285,48255,Karnes County,2009,14889,Texas
1286,48257,Kaufman County,2009,100171,Texas
1287,48259,Kendall County,2009,32449,Texas
1288,48261,Kenedy County,2009,413,Texas
1289,48263,Kent County,2009,813,Texas
1290,48265,Kerr County,2009,49027,Texas
1291,48267,Kimble County,2009,4590,Texas
1292,48269,King County,2009,292,Texas
1293,48271,Kinney County,2009,3575,Texas
1294,48273,Kleberg County,2009,32015,Texas
1295,48275,Knox County,2009,3772,Texas
1296,48277,Lamar County,2009,49659,Texas
1297,48279,Lamb County,2009,14049,Texas
1298,48281,Lampasas County,2009,19494,Texas
1299,48283,La Salle County,2009,6783,Texas
1300,48285,Lavaca County,2009,19259,Texas
1301,48287,Lee County,2009,16514,Texas
1302,48289,Leon County,2009,16651,Texas
1303,48291,Liberty County,2009,75096,Texas
1304,48293,Limestone County,2009,23254,Texas
1305,48295,Lipscomb County,2009,3276,Texas
1306,48297,Live Oak County,2009,11605,Texas
1307,48299,Llano County,2009,19070,Texas
1308,48301,Loving County,2009,80,Texas
1309,48303,Lubbock County,2009,275290,Texas
1310,48305,Lynn County,2009,5978,Texas
1311,48307,McCulloch County,2009,8275,Texas
1312,48309,McLennan County,2009,232761,Texas
1313,48311,McMullen County,2009,721,Texas
1314,48313,Madison County,2009,13594,Texas
1315,48315,Marion County,2009,10576,Texas
1316,48317,Martin County,2009,4793,Texas
1317,48319,Mason County,2009,3985,Texas
1318,48321,Matagorda County,2009,36823,Texas
1319,48323,Maverick County,2009,53560,Texas
1320,48325,Medina County,2009,45337,Texas
